fname,ftype,parameters,lines,LOC,comments,curlstart,curlend,nothrow,sideeffect,varargs,startline,endline,function,file
"glib_autoptr_cleanup_GSettingsSchemaSource","void",1,1,1,0,120,120,0,0,0,120,120,"glib_autoptr_cleanup_GSettingsSchemaSource","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GSettingsSchemaSource","void",1,1,1,0,120,120,0,0,0,120,120,"glib_autoptr_clear_GSettingsSchemaSource","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GSettingsSchemaKey","void",1,1,1,0,119,119,0,0,0,119,119,"glib_queueautoptr_cleanup_GSettingsSchemaKey","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GSettingsSchemaKey","void",1,1,1,0,119,119,0,0,0,119,119,"glib_slistautoptr_cleanup_GSettingsSchemaKey","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GSettingsSchemaKey","void",1,1,1,0,119,119,0,0,0,119,119,"glib_listautoptr_cleanup_GSettingsSchemaKey","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"find_cmd_after_substitute_cmd","char_u *",1,32,27,3,2017,2047,0,0,0,2016,2016,"find_cmd_after_substitute_cmd","/home/runner/work/vim/vim/src/cmdexpand.c"
"glib_autoptr_cleanup_GSettingsSchemaKey","void",1,1,1,0,119,119,0,0,0,119,119,"glib_autoptr_cleanup_GSettingsSchemaKey","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GSettingsSchemaKey","void",1,1,1,0,119,119,0,0,0,119,119,"glib_autoptr_clear_GSettingsSchemaKey","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GSettingsSchema","void",1,1,1,0,118,118,0,0,0,118,118,"glib_queueautoptr_cleanup_GSettingsSchema","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"find_cmd_after_global_cmd","char_u *",1,19,16,2,1992,2009,0,1,0,1991,1991,"find_cmd_after_global_cmd","/home/runner/work/vim/vim/src/cmdexpand.c"
"glib_slistautoptr_cleanup_GSettingsSchema","void",1,1,1,0,118,118,0,0,0,118,118,"glib_slistautoptr_cleanup_GSettingsSchema","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GSettingsSchema","void",1,1,1,0,118,118,0,0,0,118,118,"glib_listautoptr_cleanup_GSettingsSchema","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_cleanup_GSettingsSchema","void",1,1,1,0,118,118,0,0,0,118,118,"glib_autoptr_cleanup_GSettingsSchema","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GSettingsSchema","void",1,1,1,0,118,118,0,0,0,118,118,"glib_autoptr_clear_GSettingsSchema","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GSettingsBackend","void",1,1,1,0,117,117,0,0,0,117,117,"glib_queueautoptr_cleanup_GSettingsBackend","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GSettingsBackend","void",1,1,1,0,117,117,0,0,0,117,117,"glib_slistautoptr_cleanup_GSettingsBackend","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GSettingsBackend","void",1,1,1,0,117,117,0,0,0,117,117,"glib_listautoptr_cleanup_GSettingsBackend","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_cleanup_GSettingsBackend","void",1,1,1,0,117,117,0,0,0,117,117,"glib_autoptr_cleanup_GSettingsBackend","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GSettingsBackend","void",1,1,1,0,117,117,0,0,0,117,117,"glib_autoptr_clear_GSettingsBackend","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GSeekable","void",1,1,1,0,116,116,0,0,0,116,116,"glib_queueautoptr_cleanup_GSeekable","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GSeekable","void",1,1,1,0,116,116,0,0,0,116,116,"glib_slistautoptr_cleanup_GSeekable","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GSeekable","void",1,1,1,0,116,116,0,0,0,116,116,"glib_listautoptr_cleanup_GSeekable","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"crypt_append_msg","void",1,12,12,0,910,919,0,0,0,908,908,"crypt_append_msg","/home/runner/work/vim/vim/src/crypt.c"
"glib_autoptr_cleanup_GSeekable","void",1,1,1,0,116,116,0,0,0,116,116,"glib_autoptr_cleanup_GSeekable","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GSeekable","void",1,1,1,0,116,116,0,0,0,116,116,"glib_autoptr_clear_GSeekable","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GResource","void",1,1,1,0,115,115,0,0,0,115,115,"glib_queueautoptr_cleanup_GResource","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GResource","void",1,1,1,0,115,115,0,0,0,115,115,"glib_slistautoptr_cleanup_GResource","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GResource","void",1,1,1,0,115,115,0,0,0,115,115,"glib_listautoptr_cleanup_GResource","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"crypt_get_key","char_u *",2,56,49,3,849,901,0,0,0,846,846,"crypt_get_key","/home/runner/work/vim/vim/src/crypt.c"
"glib_autoptr_cleanup_GResource","void",1,1,1,0,115,115,0,0,0,115,115,"glib_autoptr_cleanup_GResource","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GResource","void",1,1,1,0,115,115,0,0,0,115,115,"glib_autoptr_clear_GResource","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GResolver","void",1,1,1,0,114,114,0,0,0,114,114,"glib_queueautoptr_cleanup_GResolver","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GResolver","void",1,1,1,0,114,114,0,0,0,114,114,"glib_slistautoptr_cleanup_GResolver","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_buffer_add_listener","int",3,6,6,0,1987,1990,0,0,0,1985,1985,"wl_buffer_add_listener","/usr/include/wayland-client-protocol.h"
"set_context_in_match_cmd","char_u *",2,15,14,1,1970,1983,0,0,0,1969,1969,"set_context_in_match_cmd","/home/runner/work/vim/vim/src/cmdexpand.c"
"wl_shm_create_pool","wl_shm_pool *",3,9,7,0,1947,1954,0,0,0,1946,1946,"wl_shm_create_pool","/usr/include/wayland-client-protocol.h"
"glib_listautoptr_cleanup_GResolver","void",1,1,1,0,114,114,0,0,0,114,114,"glib_listautoptr_cleanup_GResolver","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_cleanup_GResolver","void",1,1,1,0,114,114,0,0,0,114,114,"glib_autoptr_cleanup_GResolver","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"set_context_in_filter_cmd","char_u *",2,11,11,0,1952,1961,0,0,0,1951,1951,"set_context_in_filter_cmd","/home/runner/work/vim/vim/src/cmdexpand.c"
"glib_autoptr_clear_GResolver","void",1,1,1,0,114,114,0,0,0,114,114,"glib_autoptr_clear_GResolver","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_shm_destroy","void",1,4,4,0,1932,1934,0,0,0,1931,1931,"wl_shm_destroy","/usr/include/wayland-client-protocol.h"
"glib_queueautoptr_cleanup_GRemoteActionGroup","void",1,1,1,0,113,113,0,0,0,113,113,"glib_queueautoptr_cleanup_GRemoteActionGroup","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_shm_get_version","uint32_t",1,4,4,0,1925,1927,0,0,0,1924,1924,"wl_shm_get_version","/usr/include/wayland-client-protocol.h"
"wl_shm_get_version","uint32_t",1,4,4,0,1925,1927,0,0,0,1924,1924,"wl_shm_get_version","/usr/include/wayland-client-protocol.h"
"wl_shm_get_user_data","void *",1,4,4,0,1919,1921,0,0,0,1918,1918,"wl_shm_get_user_data","/usr/include/wayland-client-protocol.h"
"glib_slistautoptr_cleanup_GRemoteActionGroup","void",1,1,1,0,113,113,0,0,0,113,113,"glib_slistautoptr_cleanup_GRemoteActionGroup","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"set_context_in_terminalopt","char_u *",2,13,11,0,1932,1943,0,0,0,1931,1931,"set_context_in_terminalopt","/home/runner/work/vim/vim/src/cmdexpand.c"
"glib_listautoptr_cleanup_GRemoteActionGroup","void",1,1,1,0,113,113,0,0,0,113,113,"glib_listautoptr_cleanup_GRemoteActionGroup","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_cleanup_GRemoteActionGroup","void",1,1,1,0,113,113,0,0,0,113,113,"glib_autoptr_cleanup_GRemoteActionGroup","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"set_context_in_argopt","char_u *",2,13,11,0,1913,1924,0,0,0,1912,1912,"set_context_in_argopt","/home/runner/work/vim/vim/src/cmdexpand.c"
"glib_autoptr_clear_GRemoteActionGroup","void",1,1,1,0,113,113,0,0,0,113,113,"glib_autoptr_clear_GRemoteActionGroup","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_shm_set_user_data","void",2,4,4,0,1912,1914,0,0,0,1911,1911,"wl_shm_set_user_data","/usr/include/wayland-client-protocol.h"
"wl_shm_add_listener","int",3,6,6,0,1892,1895,0,0,0,1890,1890,"wl_shm_add_listener","/usr/include/wayland-client-protocol.h"
"glib_queueautoptr_cleanup_GProxyResolver","void",1,1,1,0,112,112,0,0,0,112,112,"glib_queueautoptr_cleanup_GProxyResolver","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_shm_pool_resize","void",2,5,5,0,1421,1424,0,0,0,1420,1420,"wl_shm_pool_resize","/usr/include/wayland-client-protocol.h"
"glib_slistautoptr_cleanup_GProxyResolver","void",1,1,1,0,112,112,0,0,0,112,112,"glib_slistautoptr_cleanup_GProxyResolver","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GProxyResolver","void",1,1,1,0,112,112,0,0,0,112,112,"glib_listautoptr_cleanup_GProxyResolver","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_shm_pool_destroy","void",1,5,5,0,1400,1403,0,0,0,1399,1399,"wl_shm_pool_destroy","/usr/include/wayland-client-protocol.h"
"glib_autoptr_cleanup_GProxyResolver","void",1,1,1,0,112,112,0,0,0,112,112,"glib_autoptr_cleanup_GProxyResolver","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"set_context_for_wildcard_arg","void",5,117,99,16,1795,1905,0,0,0,1789,1789,"set_context_for_wildcard_arg","/home/runner/work/vim/vim/src/cmdexpand.c"
"glib_autoptr_clear_GProxyResolver","void",1,1,1,0,112,112,0,0,0,112,112,"glib_autoptr_clear_GProxyResolver","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_shm_pool_create_buffer","wl_buffer *",6,9,7,0,1380,1387,0,0,0,1379,1379,"wl_shm_pool_create_buffer","/usr/include/wayland-client-protocol.h"
"glib_queueautoptr_cleanup_GProxy","void",1,1,1,0,111,111,0,0,0,111,111,"glib_queueautoptr_cleanup_GProxy","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GProxy","void",1,1,1,0,111,111,0,0,0,111,111,"glib_slistautoptr_cleanup_GProxy","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_shm_pool_get_version","uint32_t",1,4,4,0,1359,1361,0,0,0,1358,1358,"wl_shm_pool_get_version","/usr/include/wayland-client-protocol.h"
"wl_shm_pool_get_version","uint32_t",1,4,4,0,1359,1361,0,0,0,1358,1358,"wl_shm_pool_get_version","/usr/include/wayland-client-protocol.h"
"glib_listautoptr_cleanup_GProxy","void",1,1,1,0,111,111,0,0,0,111,111,"glib_listautoptr_cleanup_GProxy","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_shm_pool_get_user_data","void *",1,4,4,0,1353,1355,0,0,0,1352,1352,"wl_shm_pool_get_user_data","/usr/include/wayland-client-protocol.h"
"wl_shm_pool_set_user_data","void",2,4,4,0,1346,1348,0,0,0,1345,1345,"wl_shm_pool_set_user_data","/usr/include/wayland-client-protocol.h"
"glib_autoptr_cleanup_GProxy","void",1,1,1,0,111,111,0,0,0,111,111,"glib_autoptr_cleanup_GProxy","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_compositor_create_region","wl_region *",1,9,7,0,1316,1323,0,0,0,1315,1315,"wl_compositor_create_region","/usr/include/wayland-client-protocol.h"
"glib_autoptr_clear_GProxy","void",1,1,1,0,111,111,0,0,0,111,111,"glib_autoptr_clear_GProxy","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GProxyAddress","void",1,1,1,0,110,110,0,0,0,110,110,"glib_queueautoptr_cleanup_GProxyAddress","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_compositor_create_surface","wl_surface *",1,9,7,0,1300,1307,0,0,0,1299,1299,"wl_compositor_create_surface","/usr/include/wayland-client-protocol.h"
"glib_slistautoptr_cleanup_GProxyAddress","void",1,1,1,0,110,110,0,0,0,110,110,"glib_slistautoptr_cleanup_GProxyAddress","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_compositor_destroy","void",1,4,4,0,1289,1291,0,0,0,1288,1288,"wl_compositor_destroy","/usr/include/wayland-client-protocol.h"
"glib_listautoptr_cleanup_GProxyAddress","void",1,1,1,0,110,110,0,0,0,110,110,"glib_listautoptr_cleanup_GProxyAddress","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_compositor_get_version","uint32_t",1,4,4,0,1282,1284,0,0,0,1281,1281,"wl_compositor_get_version","/usr/include/wayland-client-protocol.h"
"wl_compositor_get_version","uint32_t",1,4,4,0,1282,1284,0,0,0,1281,1281,"wl_compositor_get_version","/usr/include/wayland-client-protocol.h"
"glib_autoptr_cleanup_GProxyAddress","void",1,1,1,0,110,110,0,0,0,110,110,"glib_autoptr_cleanup_GProxyAddress","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GProxyAddress","void",1,1,1,0,110,110,0,0,0,110,110,"glib_autoptr_clear_GProxyAddress","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GProxyAddressEnumerator","void",1,1,1,0,109,109,0,0,0,109,109,"glib_queueautoptr_cleanup_GProxyAddressEnumerator","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GProxyAddressEnumerator","void",1,1,1,0,109,109,0,0,0,109,109,"glib_slistautoptr_cleanup_GProxyAddressEnumerator","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GProxyAddressEnumerator","void",1,1,1,0,109,109,0,0,0,109,109,"glib_listautoptr_cleanup_GProxyAddressEnumerator","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_cleanup_GProxyAddressEnumerator","void",1,1,1,0,109,109,0,0,0,109,109,"glib_autoptr_cleanup_GProxyAddressEnumerator","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GProxyAddressEnumerator","void",1,1,1,0,109,109,0,0,0,109,109,"glib_autoptr_clear_GProxyAddressEnumerator","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GPropertyAction","void",1,1,1,0,108,108,0,0,0,108,108,"glib_queueautoptr_cleanup_GPropertyAction","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GPropertyAction","void",1,1,1,0,108,108,0,0,0,108,108,"glib_slistautoptr_cleanup_GPropertyAction","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GPropertyAction","void",1,1,1,0,108,108,0,0,0,108,108,"glib_listautoptr_cleanup_GPropertyAction","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"crypt_check_current_method","void",0,4,4,0,834,836,0,0,0,833,833,"crypt_check_current_method","/home/runner/work/vim/vim/src/crypt.c"
"glib_autoptr_cleanup_GPropertyAction","void",1,1,1,0,108,108,0,0,0,108,108,"glib_autoptr_cleanup_GPropertyAction","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"crypt_check_swapfile_curbuf","void",0,15,13,3,817,830,0,0,0,816,816,"crypt_check_swapfile_curbuf","/home/runner/work/vim/vim/src/crypt.c"
"glib_autoptr_clear_GPropertyAction","void",1,1,1,0,108,108,0,0,0,108,108,"glib_autoptr_clear_GPropertyAction","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GPollableOutputStream","void",1,1,1,0,107,107,0,0,0,107,107,"glib_queueautoptr_cleanup_GPollableOutputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GPollableOutputStream","void",1,1,1,0,107,107,0,0,0,107,107,"glib_slistautoptr_cleanup_GPollableOutputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GPollableOutputStream","void",1,1,1,0,107,107,0,0,0,107,107,"glib_listautoptr_cleanup_GPollableOutputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"crypt_check_method","void",1,8,8,0,803,809,0,0,0,802,802,"crypt_check_method","/home/runner/work/vim/vim/src/crypt.c"
"glib_autoptr_cleanup_GPollableOutputStream","void",1,1,1,0,107,107,0,0,0,107,107,"glib_autoptr_cleanup_GPollableOutputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GPollableOutputStream","void",1,1,1,0,107,107,0,0,0,107,107,"glib_autoptr_clear_GPollableOutputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"crypt_free_key","void",1,16,15,1,782,796,0,0,0,781,781,"crypt_free_key","/home/runner/work/vim/vim/src/crypt.c"
"glib_queueautoptr_cleanup_GPollableInputStream","void",1,1,1,0,106,106,0,0,0,106,106,"glib_queueautoptr_cleanup_GPollableInputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GPollableInputStream","void",1,1,1,0,106,106,0,0,0,106,106,"glib_slistautoptr_cleanup_GPollableInputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GPollableInputStream","void",1,1,1,0,106,106,0,0,0,106,106,"glib_listautoptr_cleanup_GPollableInputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"crypt_decode_inplace","void",4,9,9,0,771,774,0,0,0,766,766,"crypt_decode_inplace","/home/runner/work/vim/vim/src/crypt.c"
"glib_autoptr_cleanup_GPollableInputStream","void",1,1,1,0,106,106,0,0,0,106,106,"glib_autoptr_cleanup_GPollableInputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"crypt_encode_inplace","void",4,9,9,0,757,760,0,0,0,752,752,"crypt_encode_inplace","/home/runner/work/vim/vim/src/crypt.c"
"glib_autoptr_clear_GPollableInputStream","void",1,1,1,0,106,106,0,0,0,106,106,"glib_autoptr_clear_GPollableInputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GPermission","void",1,1,1,0,105,105,0,0,0,105,105,"glib_queueautoptr_cleanup_GPermission","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_compositor_get_user_data","void *",1,4,4,0,1276,1278,0,0,0,1275,1275,"wl_compositor_get_user_data","/usr/include/wayland-client-protocol.h"
"crypt_encode","void",5,9,9,0,728,730,0,0,0,722,722,"crypt_encode","/home/runner/work/vim/vim/src/crypt.c"
"wl_compositor_set_user_data","void",2,4,4,0,1269,1271,0,0,0,1268,1268,"wl_compositor_set_user_data","/usr/include/wayland-client-protocol.h"
"glib_slistautoptr_cleanup_GPermission","void",1,1,1,0,105,105,0,0,0,105,105,"glib_slistautoptr_cleanup_GPermission","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_callback_destroy","void",1,4,4,0,1249,1251,0,0,0,1248,1248,"wl_callback_destroy","/usr/include/wayland-client-protocol.h"
"crypt_decode_alloc","long",5,23,18,2,699,715,0,0,0,693,693,"crypt_decode_alloc","/home/runner/work/vim/vim/src/crypt.c"
"wl_callback_get_version","uint32_t",1,4,4,0,1242,1244,0,0,0,1241,1241,"wl_callback_get_version","/usr/include/wayland-client-protocol.h"
"wl_callback_get_version","uint32_t",1,4,4,0,1242,1244,0,0,0,1241,1241,"wl_callback_get_version","/usr/include/wayland-client-protocol.h"
"glib_listautoptr_cleanup_GPermission","void",1,1,1,0,105,105,0,0,0,105,105,"glib_listautoptr_cleanup_GPermission","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_callback_get_user_data","void *",1,4,4,0,1236,1238,0,0,0,1235,1235,"wl_callback_get_user_data","/usr/include/wayland-client-protocol.h"
"wl_callback_set_user_data","void",2,4,4,0,1229,1231,0,0,0,1228,1228,"wl_callback_set_user_data","/usr/include/wayland-client-protocol.h"
"wl_callback_add_listener","int",3,6,6,0,1215,1218,0,0,0,1213,1213,"wl_callback_add_listener","/usr/include/wayland-client-protocol.h"
"glib_autoptr_cleanup_GPermission","void",1,1,1,0,105,105,0,0,0,105,105,"glib_autoptr_cleanup_GPermission","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_registry_bind","void *",4,9,7,0,1184,1191,0,0,0,1183,1183,"wl_registry_bind","/usr/include/wayland-client-protocol.h"
"glib_autoptr_clear_GPermission","void",1,1,1,0,105,105,0,0,0,105,105,"glib_autoptr_clear_GPermission","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_registry_destroy","void",1,4,4,0,1172,1174,0,0,0,1171,1171,"wl_registry_destroy","/usr/include/wayland-client-protocol.h"
"wl_registry_get_version","uint32_t",1,4,4,0,1165,1167,0,0,0,1164,1164,"wl_registry_get_version","/usr/include/wayland-client-protocol.h"
"wl_registry_get_version","uint32_t",1,4,4,0,1165,1167,0,0,0,1164,1164,"wl_registry_get_version","/usr/include/wayland-client-protocol.h"
"wl_registry_get_user_data","void *",1,4,4,0,1159,1161,0,0,0,1158,1158,"wl_registry_get_user_data","/usr/include/wayland-client-protocol.h"
"wl_registry_set_user_data","void",2,4,4,0,1152,1154,0,0,0,1151,1151,"wl_registry_set_user_data","/usr/include/wayland-client-protocol.h"
"wl_registry_add_listener","int",3,6,6,0,1128,1131,0,0,0,1126,1126,"wl_registry_add_listener","/usr/include/wayland-client-protocol.h"
"set_cmd_index","char_u *",4,86,62,20,1699,1783,0,0,0,1698,1698,"set_cmd_index","/home/runner/work/vim/vim/src/cmdexpand.c"
"glib_queueautoptr_cleanup_GOutputStream","void",1,1,1,0,104,104,0,0,0,104,104,"glib_queueautoptr_cleanup_GOutputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_display_get_registry","wl_registry *",1,9,7,0,1071,1078,0,0,0,1070,1070,"wl_display_get_registry","/usr/include/wayland-client-protocol.h"
"glib_slistautoptr_cleanup_GOutputStream","void",1,1,1,0,104,104,0,0,0,104,104,"glib_slistautoptr_cleanup_GOutputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GOutputStream","void",1,1,1,0,104,104,0,0,0,104,104,"glib_listautoptr_cleanup_GOutputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_display_sync","wl_callback *",1,9,7,0,1047,1054,0,0,0,1046,1046,"wl_display_sync","/usr/include/wayland-client-protocol.h"
"glib_autoptr_cleanup_GOutputStream","void",1,1,1,0,104,104,0,0,0,104,104,"glib_autoptr_cleanup_GOutputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GOutputStream","void",1,1,1,0,104,104,0,0,0,104,104,"glib_autoptr_clear_GOutputStream","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_display_get_version","uint32_t",1,4,4,0,1026,1028,0,0,0,1025,1025,"wl_display_get_version","/usr/include/wayland-client-protocol.h"
"wl_display_get_version","uint32_t",1,4,4,0,1026,1028,0,0,0,1025,1025,"wl_display_get_version","/usr/include/wayland-client-protocol.h"
"wl_display_get_user_data","void *",1,4,4,0,1020,1022,0,0,0,1019,1019,"wl_display_get_user_data","/usr/include/wayland-client-protocol.h"
"glib_queueautoptr_cleanup_GNotification","void",1,1,1,0,103,103,0,0,0,103,103,"glib_queueautoptr_cleanup_GNotification","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"wl_display_set_user_data","void",2,4,4,0,1013,1015,0,0,0,1012,1012,"wl_display_set_user_data","/usr/include/wayland-client-protocol.h"
"wl_display_add_listener","int",3,6,6,0,984,987,0,0,0,982,982,"wl_display_add_listener","/usr/include/wayland-client-protocol.h"
"glib_slistautoptr_cleanup_GNotification","void",1,1,1,0,103,103,0,0,0,103,103,"glib_slistautoptr_cleanup_GNotification","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GNotification","void",1,1,1,0,103,103,0,0,0,103,103,"glib_listautoptr_cleanup_GNotification","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_cleanup_GNotification","void",1,1,1,0,103,103,0,0,0,103,103,"glib_autoptr_cleanup_GNotification","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_clear_GNotification","void",1,1,1,0,103,103,0,0,0,103,103,"glib_autoptr_clear_GNotification","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GNetworkService","void",1,1,1,0,102,102,0,0,0,102,102,"glib_queueautoptr_cleanup_GNetworkService","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GNetworkService","void",1,1,1,0,102,102,0,0,0,102,102,"glib_slistautoptr_cleanup_GNetworkService","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GNetworkService","void",1,1,1,0,102,102,0,0,0,102,102,"glib_listautoptr_cleanup_GNetworkService","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_autoptr_cleanup_GNetworkService","void",1,1,1,0,102,102,0,0,0,102,102,"glib_autoptr_cleanup_GNetworkService","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"crypt_encode_alloc","long",5,22,18,2,670,685,0,0,0,664,664,"crypt_encode_alloc","/home/runner/work/vim/vim/src/crypt.c"
"glib_autoptr_clear_GNetworkService","void",1,1,1,0,102,102,0,0,0,102,102,"glib_autoptr_clear_GNetworkService","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_queueautoptr_cleanup_GNetworkMonitor","void",1,1,1,0,101,101,0,0,0,101,101,"glib_queueautoptr_cleanup_GNetworkMonitor","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_slistautoptr_cleanup_GNetworkMonitor","void",1,1,1,0,101,101,0,0,0,101,101,"glib_slistautoptr_cleanup_GNetworkMonitor","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"glib_listautoptr_cleanup_GNetworkMonitor","void",1,1,1,0,101,101,0,0,0,101,101,"glib_listautoptr_cleanup_GNetworkMonitor","/usr/include/glib-2.0/gio/gio-autocleanups.h"
"crypt_free_state","void",1,15,15,0,642,655,0,0,0,641,641,"crypt_free_state","/home/runner/work/vim/vim/src/crypt.c"
"glib_autoptr_cleanup_GNetworkMonitor","void",1,1,1,0,101,101,0,0,0,101,101,"glib_autoptr_cleanup_GNetworkMonitor","/usr/include/glib-2.0/gio/gio-autocleanups.h"
