"col0","col1","col2","col3","col4","col5"
"if (...) ... ",2,443,446,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"while (...) ...",9,452,475,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"for(...;...;...) ...",4,462,472,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"for(...;...;...) ...",1,464,465,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"if (...) ... ",2,443,446,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"while (...) ...",9,452,475,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"for(...;...;...) ...",4,462,472,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"for(...;...;...) ...",1,464,465,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"for(...;...;...) ...",1,399,423,"gemm_bloc","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"if constexpr (...) ... ",3,412,422,"gemm_bloc","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"for(...;...;...) ...",1,414,415,"gemm_bloc","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"for(...;...;...) ...",2,417,421,"gemm_bloc","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"for(...;...;...) ...",1,419,420,"gemm_bloc","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"if (...) ... ",2,443,446,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"while (...) ...",9,452,475,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"for(...;...;...) ...",4,462,472,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"for(...;...;...) ...",1,464,465,"gemm","ggml/src/ggml-cpu/llamafile/sgemm.cpp"
"switch (...) ... ",5,10338,10347,"ggml_compute_forward_opt_step_sgd","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,10340,10341,"ggml_compute_forward_opt_step_sgd","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,10345,10346,"ggml_compute_forward_opt_step_sgd","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",7,10319,10331,"ggml_compute_forward_opt_step_sgd_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,10329,10330,"ggml_compute_forward_opt_step_sgd_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,10279,10287,"ggml_compute_forward_opt_step_adamw","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,10281,10282,"ggml_compute_forward_opt_step_adamw","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,10285,10286,"ggml_compute_forward_opt_step_adamw","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",9,10246,10269,"ggml_compute_forward_opt_step_adamw_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",5,10258,10268,"ggml_compute_forward_opt_step_adamw_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,10194,10202,"ggml_compute_forward_cross_entropy_loss_back","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,10196,10197,"ggml_compute_forward_cross_entropy_loss_back","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,10200,10201,"ggml_compute_forward_cross_entropy_loss_back","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",10,10155,10177,"ggml_compute_forward_cross_entropy_loss_back_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,10111,10119,"ggml_compute_forward_cross_entropy_loss","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,10113,10114,"ggml_compute_forward_cross_entropy_loss","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,10117,10118,"ggml_compute_forward_cross_entropy_loss","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",11,10064,10086,"ggml_compute_forward_cross_entropy_loss_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",3,10098,10101,"ggml_compute_forward_cross_entropy_loss_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,9958,9966,"ggml_compute_forward_rwkv_wkv7","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9960,9961,"ggml_compute_forward_rwkv_wkv7","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9964,9965,"ggml_compute_forward_rwkv_wkv7","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,9766,9767,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",5,9830,9905,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",4,9836,9904,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",11,9841,9903,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9852,9857,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",3,9853,9856,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"do (...) ...",9,9859,9859,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9859,9859,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9859,9859,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9859,9859,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9866,9885,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",12,9867,9884,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"do (...) ...",9,9887,9887,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9887,9887,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9887,9887,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9887,9887,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",10,9890,9902,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",5,9848,9859,"ggml_compute_forward_rwkv_wkv7_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,9737,9745,"ggml_compute_forward_gla","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9739,9740,"ggml_compute_forward_gla","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9743,9744,"ggml_compute_forward_gla","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,9562,9563,"ggml_compute_forward_gla_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,9581,9582,"ggml_compute_forward_gla_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",5,9630,9690,"ggml_compute_forward_gla_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",4,9636,9689,"ggml_compute_forward_gla_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",10,9641,9688,"ggml_compute_forward_gla_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",11,9654,9675,"ggml_compute_forward_gla_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",8,9679,9687,"ggml_compute_forward_gla_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,9532,9540,"ggml_compute_forward_rwkv_wkv6","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9534,9535,"ggml_compute_forward_rwkv_wkv6","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9538,9539,"ggml_compute_forward_rwkv_wkv6","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,9345,9346,"ggml_compute_forward_rwkv_wkv6_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,9365,9366,"ggml_compute_forward_rwkv_wkv6_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",5,9414,9478,"ggml_compute_forward_rwkv_wkv6_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",4,9420,9477,"ggml_compute_forward_rwkv_wkv6_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",13,9425,9476,"ggml_compute_forward_rwkv_wkv6_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",12,9441,9463,"ggml_compute_forward_rwkv_wkv6_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",8,9467,9475,"ggml_compute_forward_rwkv_wkv6_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,9316,9324,"ggml_compute_forward_add_rel_pos","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9318,9319,"ggml_compute_forward_add_rel_pos","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9322,9323,"ggml_compute_forward_add_rel_pos","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",2,9258,9262,"ggml_compute_forward_add_rel_pos_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,9259,9260,"ggml_compute_forward_add_rel_pos_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9288,9306,"ggml_compute_forward_add_rel_pos_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9289,9305,"ggml_compute_forward_add_rel_pos_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",2,9290,9304,"ggml_compute_forward_add_rel_pos_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",6,9292,9303,"ggml_compute_forward_add_rel_pos_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",2,9300,9302,"ggml_compute_forward_add_rel_pos_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",6,9234,9243,"ggml_compute_forward_get_rel_pos","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9237,9238,"ggml_compute_forward_get_rel_pos","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9241,9242,"ggml_compute_forward_get_rel_pos","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9218,9224,"ggml_compute_forward_get_rel_pos_f16","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",2,9219,9223,"ggml_compute_forward_get_rel_pos_f16","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9221,9222,"ggml_compute_forward_get_rel_pos_f16","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",20,9168,9196,"ggml_compute_forward_glu","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9170,9171,"ggml_compute_forward_glu","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9174,9175,"ggml_compute_forward_glu","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9178,9179,"ggml_compute_forward_glu","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9182,9183,"ggml_compute_forward_glu","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9186,9187,"ggml_compute_forward_glu","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9190,9191,"ggml_compute_forward_glu","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9194,9195,"ggml_compute_forward_glu","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",62,9072,9156,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9074,9075,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9078,9079,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9082,9083,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9086,9087,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9090,9091,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9094,9095,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9098,9099,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9102,9103,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9106,9107,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9110,9111,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9114,9115,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9118,9119,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9122,9123,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9126,9127,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9130,9131,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9134,9135,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9138,9139,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9142,9143,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9146,9147,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9150,9151,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9154,9155,"ggml_compute_forward_unary","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,9052,9060,"ggml_compute_forward_win_unpart","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9054,9055,"ggml_compute_forward_win_unpart","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,9058,9059,"ggml_compute_forward_win_unpart","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9027,9042,"ggml_compute_forward_win_unpart_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,9028,9041,"ggml_compute_forward_win_unpart_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",8,9029,9040,"ggml_compute_forward_win_unpart_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,8991,8999,"ggml_compute_forward_win_part","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8993,8994,"ggml_compute_forward_win_part","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8997,8998,"ggml_compute_forward_win_part","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8960,8981,"ggml_compute_forward_win_part_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",2,8961,8980,"ggml_compute_forward_win_part_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8963,8979,"ggml_compute_forward_win_part_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8964,8978,"ggml_compute_forward_win_part_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",6,8965,8977,"ggml_compute_forward_win_part_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8973,8974,"ggml_compute_forward_win_part_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8975,8976,"ggml_compute_forward_win_part_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,8928,8936,"ggml_compute_forward_ssm_scan","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8930,8931,"ggml_compute_forward_ssm_scan","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8934,8935,"ggml_compute_forward_ssm_scan","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",3,8755,8921,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",8,8759,8920,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8767,8863,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8864,8917,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",4,8771,8862,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",14,8778,8861,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8828,8842,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",8,8829,8841,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"do (...) ...",9,8846,8846,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8846,8846,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8846,8846,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8846,8846,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",5,8852,8859,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",3,8868,8916,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",5,8874,8914,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",5,8905,8912,"ggml_compute_forward_ssm_scan_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,8698,8706,"ggml_compute_forward_ssm_conv","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8700,8701,"ggml_compute_forward_ssm_conv","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8704,8705,"ggml_compute_forward_ssm_conv","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8670,8691,"ggml_compute_forward_ssm_conv_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",4,8671,8690,"ggml_compute_forward_ssm_conv_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",3,8680,8689,"ggml_compute_forward_ssm_conv_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8686,8687,"ggml_compute_forward_ssm_conv_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,8628,8636,"ggml_compute_forward_flash_attn_back","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8630,8631,"ggml_compute_forward_flash_attn_back","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8634,8635,"ggml_compute_forward_flash_attn_back","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8362,8363,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",7,8413,8617,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",3,8423,8616,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",20,8428,8615,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8436,8437,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",3,8441,8451,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8457,8458,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8469,8476,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8556,8560,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8586,8590,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8598,8602,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8610,8614,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",7,8464,8483,"ggml_compute_forward_flash_attn_back_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",6,8290,8300,"ggml_compute_forward_flash_attn_ext","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8293,8295,"ggml_compute_forward_flash_attn_ext","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,8298,8299,"ggml_compute_forward_flash_attn_ext","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8260,8261,"ggml_compute_forward_flash_attn_ext_f16","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8264,8266,"ggml_compute_forward_flash_attn_ext_f16","ggml/src/ggml-cpu/ops.cpp"
"while (...) ...",4,8277,8283,"ggml_compute_forward_flash_attn_ext_f16","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8035,8036,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",28,8056,8198,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8073,8074,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8075,8076,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8097,8098,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8108,8109,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",2,8121,8135,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",2,8136,8156,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8129,8131,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",3,8122,8128,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8144,8146,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",3,8137,8143,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8153,8155,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",2,8150,8152,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",14,8095,8159,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8162,8165,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,8163,8164,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",5,8169,8182,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,8178,8179,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",2,8175,8177,"ggml_compute_forward_flash_attn_ext_f16_one_chunk","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,7961,7969,"ggml_compute_forward_argsort","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,7963,7964,"ggml_compute_forward_argsort","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,7967,7968,"ggml_compute_forward_argsort","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",4,7933,7951,"ggml_compute_forward_argsort_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,7937,7938,"ggml_compute_forward_argsort_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,7942,7950,"ggml_compute_forward_argsort_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,7943,7949,"ggml_compute_forward_argsort_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",3,7945,7948,"ggml_compute_forward_argsort_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,7902,7910,"ggml_compute_forward_timestep_embedding","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,7904,7905,"ggml_compute_forward_timestep_embedding","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,7908,7909,"ggml_compute_forward_timestep_embedding","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",3,7881,7892,"ggml_compute_forward_timestep_embedding_f32","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",5,7883,7888,"ggml_compute_forward_timestep_embedding_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,7890,7891,"ggml_compute_forward_timestep_embedding_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,7851,7859,"ggml_compute_forward_arange","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,7853,7854,"ggml_compute_forward_arange","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,7857,7858,"ggml_compute_forward_arange","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",2,7842,7844,"ggml_compute_forward_arange_f32","ggml/src/ggml-cpu/ops.cpp"
"switch (...) ... ",5,7811,7819,"ggml_compute_forward_roll","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,7813,7814,"ggml_compute_forward_roll","ggml/src/ggml-cpu/ops.cpp"
"{ ... }",1,7817,7818,"ggml_compute_forward_roll","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",12,7787,7801,"ggml_compute_forward_roll_f32","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,7759,7760,"ggml_wrap_index","ggml/src/ggml-cpu/ops.cpp"
"if (...) ... ",1,7761,7762,"ggml_wrap_index","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,7741,7752,"ggml_compute_forward_pad_reflect_1d","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,7742,7751,"ggml_compute_forward_pad_reflect_1d","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",5,7743,7750,"ggml_compute_forward_pad_reflect_1d","ggml/src/ggml-cpu/ops.cpp"
"for(...;...;...) ...",1,7749,7749,"ggml_compute_forward_pad_reflect_1d","ggml/src/ggml-cpu/ops.cpp"
